,0
2142,23.0
2143,22.0
2144,23.0
2145,124.0
2146,151.0
2147,103.0
2148,142.0
2149,33.0
2150,41.0
2151,80.0
2152,160.0
2153,185.0
2154,54.0
2155,22.0
2156,80.0
2157,215.0
2158,162.0
2159,69.0
2160,124.0
2161,167.0
2162,124.0
2163,39.0
2164,64.0
2165,63.0
2166,76.0
2167,62.0
2168,80.0
2169,162.0
2170,85.0
2171,50.0
2172,96.0
2173,32.0
2174,67.0
2175,48.0
2176,191.0
2177,34.0
2178,42.0
2179,38.0
2180,144.0
2181,290.0
2182,72.0
2183,119.0
2184,114.0
2185,145.0
2186,187.0
2187,116.0
2188,32.0
2189,22.0
2190,102.0
2191,104.0
2192,105.0
2193,73.0
2194,24.0
2195,39.0
2196,111.0
2197,103.0
2198,91.0
2199,79.0
2200,9.0
2201,14.0
2202,34.0
2203,64.0
2204,112.0
2205,84.0
2206,51.0
2207,79.0
2208,91.0
2209,113.0
2210,143.0
2211,92.0
2212,108.0
2213,173.0
2214,166.0
2215,65.0
2216,34.0
2217,66.0
2218,104.0
2219,141.0
2220,113.0
2221,81.0
2222,44.0
2223,90.0
2224,63.0
2225,12.0
2226,12.0
2227,56.0
2228,223.0
2229,285.0
2230,271.0
2231,171.0
2232,166.0
2233,126.0
2234,120.0
2235,83.0
2236,19.0
2237,12.0
2238,54.0
2239,83.0
2240,73.0
2241,141.0
2242,111.0
2243,74.0
2244,24.0
2245,30.0
2246,15.0
2247,23.0
2248,46.0
2249,44.0
2250,63.0
2251,192.0
2252,77.0
2253,59.0
2254,70.0
2255,129.0
2256,254.0
2257,276.0
2258,22.0
2259,42.0
2260,44.0
2261,50.0
2262,68.0
2263,56.0
2264,92.0
2265,154.0
2266,143.0
2267,61.0
2268,54.0
2269,44.0
2270,88.0
2271,158.0
2272,158.0
2273,243.0
2274,280.0
2275,12.0
2276,48.0
2277,32.0
2278,66.0
2279,112.0
2280,55.0
2281,76.0
2282,211.0
2283,70.0
2284,154.0
2285,145.0
2286,199.0
2287,197.0
2288,29.0
2289,102.0
2290,63.0
2291,130.0
2292,82.0
2293,96.0
2294,115.0
2295,178.0
2296,288.0
2297,319.0
2298,133.0
2299,182.0
2300,12.0
2301,100.0
2302,124.0
2303,268.0
2304,292.0
2305,59.0
2306,78.0
2307,191.0
2308,116.0
2309,181.0
2310,149.0
2311,202.0
2312,211.0
2313,174.0
2314,12.0
2315,44.0
2316,133.0
2317,158.0
2318,131.0
2319,161.0
2320,16.0
2321,74.0
2322,137.0
2323,164.0
2324,225.0
2325,366.0
2326,459.0
2327,443.0
2328,299.0
2329,108.0
2330,120.0
2331,276.0
2332,355.0
2333,358.0
2334,342.0
2335,350.0
2336,448.0
2337,548.0
2338,37.0
2339,153.0
2340,156.0
2341,164.0
2342,286.0
2343,253.0
2344,28.0
2345,25.0
2346,58.0
2347,188.0
2348,176.0
2349,137.0
2350,259.0
2351,16.0
2352,31.0
2353,145.0
2354,125.0
2355,155.0
2356,189.0
2357,80.0
2358,68.0
2359,16.0
2360,42.0
2361,52.0
2362,176.0
2363,271.0
2364,268.0
2365,350.0
2366,382.0
2367,167.0
2368,29.0
2369,32.0
2370,209.0
2371,176.0
2372,141.0
2373,135.0
2374,50.0
2375,41.0
2376,61.0
2377,120.0
2378,260.0
2379,199.0
2380,110.0
2381,75.0
2382,125.0
2383,264.0
2384,346.0
2385,278.0
2386,99.0
2387,108.0
2388,194.0
2389,85.0
2390,78.0
2391,37.0
2392,84.0
2393,214.0
2394,186.0
2395,182.0
2396,67.0
2397,82.0
2398,159.0
2399,246.0
2400,124.0
2401,189.0
2402,58.0
2403,60.0
2404,35.0
2405,24.0
2406,85.0
2407,97.0
2408,104.0
2409,65.0
2410,86.0
2411,39.0
2412,59.0
2413,126.0
2414,24.0
2415,121.0
2416,96.0
2417,68.0
2418,159.0
2419,156.0
2420,140.0
2421,122.0
2422,246.0
2423,119.0
2424,83.0
2425,172.0
2426,34.0
2427,88.0
2428,77.0
2429,41.0
2430,116.0
2431,129.0
2432,60.0
2433,26.0
2434,53.0
2435,70.0
2436,63.0
2437,101.0
2438,8.0
2439,20.0
2440,23.0
2441,85.0
2442,85.0
2443,23.0
2444,69.0
2445,34.0
2446,121.0
2447,142.0
2448,123.0
2449,70.0
2450,171.0
2451,80.0
2452,113.0
2453,40.0
2454,20.0
2455,55.0
2456,134.0
2457,155.0
2458,11.0
2459,15.0
2460,64.0
2461,108.0
2462,155.0
2463,79.0
2464,233.0
2465,221.0
2466,203.0
2467,252.0
2468,230.0
2469,199.0
2470,24.0
2471,34.0
2472,25.0
2473,19.0
2474,21.0
2475,27.0
2476,61.0
2477,162.0
2478,168.0
2479,190.0
2480,152.0
2481,110.0
2482,78.0
2483,15.0
2484,25.0
2485,105.0
2486,137.0
2487,175.0
2488,166.0
2489,161.0
2490,219.0
2491,217.0
2492,164.0
2493,158.0
2494,41.0
2495,40.0
2496,38.0
2497,74.0
2498,91.0
2499,157.0
2500,35.0
2501,24.0
2502,46.0
2503,47.0
2504,46.0
2505,39.0
2506,95.0
2507,103.0
2508,82.0
2509,91.0
2510,129.0
2511,163.0
2512,58.0
2513,88.0
2514,30.0
2515,35.0
2516,32.0
2517,79.0
2518,85.0
2519,78.0
2520,134.0
2521,47.0
2522,119.0
2523,17.0
2524,29.0
2525,36.0
2526,121.0
2527,151.0
2528,169.0
2529,23.0
2530,59.0
2531,86.0
2532,85.0
2533,93.0
2534,97.0
2535,59.0
2536,19.0
2537,27.0
2538,112.0
2539,93.0
2540,165.0
2541,106.0
2542,145.0
2543,101.0
2544,69.0
2545,34.0
2546,158.0
2547,144.0
2548,24.0
2549,97.0
2550,91.0
2551,31.0
2552,92.0
2553,60.0
2554,141.0
2555,125.0
2556,76.0
2557,39.0
2558,154.0
2559,304.0
2560,384.0
2561,391.0
2562,297.0
2563,11.0
2564,23.0
2565,48.0
2566,52.0
2567,50.0
2568,113.0
2569,180.0
2570,385.0
2571,327.0
2572,194.0
2573,127.0
2574,192.0
2575,286.0
2576,389.0
2577,284.0
2578,46.0
2579,97.0
2580,127.0
2581,206.0
2582,178.0
2583,67.0
2584,11.0
2585,32.0
2586,178.0
2587,161.0
2588,14.0
2589,62.0
2590,98.0
2591,60.0
2592,77.0
2593,68.0
2594,12.0
2595,47.0
2596,63.0
2597,148.0
2598,113.0
2599,41.0
2600,123.0
2601,329.0
2602,394.0
2603,291.0
2604,73.0
2605,182.0
2606,66.0
2607,196.0
2608,279.0
2609,270.0
2610,125.0
2611,314.0
2612,278.0
2613,48.0
2614,97.0
2615,12.0
2616,9.0
2617,58.0
2618,80.0
2619,120.0
2620,497.0
2621,292.0
2622,285.0
2623,24.0
2624,35.0
2625,94.0
2626,165.0
2627,225.0
2628,17.0
2629,119.0
2630,189.0
2631,120.0
2632,37.0
2633,93.0
2634,77.0
2635,235.0
2636,43.0
2637,57.0
2638,147.0
2639,254.0
2640,203.0
2641,95.0
2642,46.0
2643,11.0
2644,86.0
2645,178.0
2646,195.0
2647,239.0
2648,328.0
2649,65.0
2650,94.0
2651,178.0
2652,136.0
2653,88.0
2654,145.0
2655,244.0
2656,175.0
2657,338.0
2658,443.0
2659,344.0
2660,123.0
2661,161.0
2662,95.0
2663,143.0
2664,21.0
2665,148.0
2666,269.0
2667,253.0
2668,183.0
2669,222.0
2670,39.0
2671,81.0
2672,102.0
2673,15.0
2674,37.0
2675,121.0
2676,206.0
2677,214.0
2678,13.0
2679,66.0
2680,60.0
2681,9.0
2682,67.0
2683,128.0
2684,105.0
2685,29.0
2686,62.0
2687,191.0
2688,279.0
2689,360.0
2690,319.0
2691,54.0
2692,128.0
2693,288.0
2694,222.0
2695,231.0
2696,144.0
2697,90.0
2698,268.0
2699,257.0
2700,19.0
2701,67.0
2702,228.0
2703,57.0
2704,98.0
2705,14.0
2706,55.0
2707,154.0
2708,304.0
2709,278.0
2710,265.0
2711,15.0
2712,44.0
2713,33.0
2714,101.0
2715,94.0
2716,143.0
2717,140.0
2718,309.0
2719,317.0
2720,72.0
2721,122.0
2722,61.0
2723,45.0
2724,45.0
2725,32.0
2726,136.0
2727,159.0
2728,159.0
2729,153.0
2730,159.0
2731,153.0
2732,192.0
2733,206.0
2734,123.0
2735,49.0
2736,85.0
2737,77.0
2738,74.0
2739,25.0
2740,32.0
2741,128.0
2742,197.0
2743,187.0
2744,256.0
2745,39.0
2746,43.0
2747,50.0
2748,282.0
2749,91.0
2750,68.0
2751,147.0
2752,60.0
2753,54.0
2754,113.0
2755,71.0
2756,83.0
2757,62.0
2758,69.0
2759,125.0
2760,132.0
2761,46.0
2762,148.0
2763,176.0
2764,227.0
2765,73.0
2766,86.0
2767,41.0
2768,59.0
2769,42.0
2770,56.0
2771,75.0
2772,112.0
2773,50.0
2774,31.0
2775,39.0
2776,88.0
2777,52.0
2778,26.0
2779,72.0
2780,185.0
2781,40.0
2782,26.0
2783,30.0
2784,44.0
2785,77.0
2786,103.0
2787,174.0
2788,133.0
2789,122.0
2790,129.0
2791,170.0
2792,82.0
2793,81.0
2794,77.0
2795,117.0
2796,104.0
2797,41.0
2798,55.0
2799,67.0
2800,23.0
2801,15.0
2802,23.0
2803,74.0
2804,106.0
2805,21.0
2806,12.0
2807,12.0
2808,19.0
2809,117.0
2810,245.0
2811,37.0
2812,11.0
2813,15.0
2814,23.0
2815,41.0
2816,113.0
2817,235.0
2818,179.0
2819,159.0
2820,130.0
2821,154.0
2822,210.0
2823,214.0
2824,17.0
2825,13.0
2826,10.0
2827,39.0
2828,48.0
2829,74.0
2830,123.0
2831,87.0
2832,202.0
2833,104.0
2834,72.0
2835,144.0
2836,115.0
2837,57.0
2838,49.0
2839,46.0
2840,44.0
2841,56.0
2842,77.0
2843,103.0
2844,112.0
2845,194.0
2846,69.0
2847,49.0
2848,75.0
2849,120.0
2850,117.0
2851,140.0
2852,46.0
2853,62.0
2854,73.0
2855,31.0
2856,80.0
2857,77.0
2858,96.0
2859,23.0
2860,142.0
2861,88.0
2862,127.0
2863,36.0
2864,49.0
2865,49.0
2866,111.0
2867,71.0
2868,148.0
2869,138.0
2870,31.0
2871,41.0
2872,93.0
2873,99.0
2874,53.0
2875,67.0
2876,20.0
2877,10.0
2878,47.0
2879,12.0
2880,17.0
2881,12.0
2882,11.0
2883,23.0
2884,41.0
2885,32.0
2886,30.0
2887,16.0
2888,13.0
2889,16.0
2890,55.0
2891,16.0
2892,18.0
2893,21.0
2894,56.0
2895,49.0
2896,11.0
2897,17.0
2898,12.0
2899,21.0
2900,109.0
2901,122.0
2902,120.0
2903,151.0
2904,144.0
2905,28.0
2906,151.0
2907,131.0
2908,240.0
2909,42.0
2910,177.0
2911,22.0
2912,48.0
2913,54.0
2914,89.0
2915,80.0
2916,50.0
2917,31.0
2918,24.0
2919,26.0
2920,135.0
2921,214.0
2922,274.0
2923,318.0
2924,13.0
2925,10.0
2926,8.0
2927,11.0
2928,20.0
2929,27.0
2930,91.0
2931,89.0
2932,219.0
2933,304.0
2934,60.0
2935,58.0
2936,141.0
2937,63.0
2938,25.0
2939,63.0
2940,78.0
2941,48.0
2942,51.0
2943,22.0
2944,11.0
2945,10.0
2946,34.0
2947,55.0
2948,58.0
2949,55.0
2950,204.0
2951,211.0
2952,194.0
2953,67.0
2954,74.0
2955,103.0
2956,147.0
2957,113.0
2958,91.0
2959,150.0
2960,218.0
2961,230.0
2962,249.0
2963,97.0
2964,106.0
2965,87.0
2966,88.0
2967,90.0
2968,93.0
2969,93.0
2970,69.0
2971,70.0
2972,94.0
2973,57.0
2974,180.0
2975,226.0
2976,261.0
2977,264.0
2978,530.0
2979,17.0
2980,14.0
2981,53.0
2982,31.0
2983,144.0
2984,215.0
2985,286.0
2986,229.0
2987,181.0
2988,89.0
2989,141.0
2990,194.0
2991,235.0
2992,10.0
2993,9.0
2994,73.0
2995,54.0
2996,162.0
2997,210.0
2998,317.0
2999,409.0
3000,311.0
3001,135.0
3002,647.0
3003,564.0
3004,249.0
3005,165.0
3006,284.0
3007,252.0
3008,98.0
3009,19.0
3010,108.0
3011,152.0
3012,68.0
3013,228.0
3014,248.0
3015,520.0
3016,488.0
3017,151.0
3018,86.0
3019,178.0
3020,158.0
3021,44.0
3022,161.0
3023,309.0
3024,355.0
3025,509.0
3026,97.0
3027,211.0
3028,173.0
3029,94.0
3030,60.0
3031,141.0
3032,225.0
3033,211.0
3034,108.0
3035,112.0
3036,103.0
3037,248.0
3038,250.0
3039,165.0
3040,203.0
3041,103.0
3042,117.0
3043,35.0
3044,132.0
3045,52.0
3046,15.0
3047,31.0
3048,44.0
3049,68.0
3050,148.0
3051,71.0
3052,121.0
3053,87.0
3054,86.0
3055,26.0
3056,68.0
3057,89.0
3058,172.0
3059,241.0
3060,277.0
3061,235.0
3062,38.0
3063,106.0
3064,104.0
3065,103.0
3066,38.0
3067,111.0
3068,81.0
3069,110.0
3070,95.0
3071,147.0
3072,275.0
3073,318.0
3074,207.0
3075,228.0
3076,66.0
3077,112.0
3078,162.0
3079,354.0
3080,169.0
3081,176.0
3082,169.0
3083,90.0
3084,150.0
3085,185.0
3086,224.0
3087,105.0
3088,158.0
3089,296.0
3090,138.0
3091,267.0
3092,189.0
3093,153.0
3094,108.0
3095,107.0
3096,46.0
3097,102.0
3098,125.0
3099,149.0
3100,263.0
3101,184.0
3102,204.0
3103,168.0
3104,159.0
3105,234.0
3106,184.0
3107,46.0
3108,126.0
3109,114.0
3110,116.0
3111,222.0
3112,207.0
3113,197.0
3114,36.0
3115,40.0
3116,160.0
3117,143.0
3118,154.0
3119,135.0
3120,83.0
3121,73.0
3122,118.0
3123,90.0
3124,141.0
3125,117.0
3126,29.0
3127,38.0
3128,69.0
3129,95.0
3130,131.0
3131,158.0
3132,50.0
3133,121.0
3134,130.0
3135,229.0
3136,142.0
3137,126.0
3138,112.0
3139,235.0
3140,188.0
3141,146.0
3142,68.0
3143,74.0
3144,119.0
3145,133.0
3146,149.0
3147,161.0
3148,87.0
3149,120.0
3150,137.0
3151,42.0
3152,24.0
3153,82.0
3154,287.0
3155,323.0
3156,301.0
3157,242.0
3158,220.0
3159,52.0
3160,116.0
3161,390.0
3162,416.0
3163,348.0
3164,279.0
3165,132.0
3166,224.0
3167,221.0
3168,162.0
3169,108.0
3170,91.0
3171,92.0
3172,67.0
3173,64.0
3174,195.0
3175,331.0
3176,285.0
3177,71.0
3178,120.0
3179,186.0
3180,65.0
3181,42.0
3182,101.0
3183,178.0
3184,328.0
3185,368.0
3186,306.0
3187,158.0
3188,228.0
3189,280.0
3190,355.0
3191,309.0
3192,118.0
3193,276.0
3194,271.0
3195,108.0
3196,203.0
3197,179.0
3198,85.0
3199,95.0
3200,120.0
3201,271.0
3202,253.0
3203,145.0
3204,108.0
3205,116.0
3206,244.0
3207,348.0
3208,319.0
3209,359.0
3210,274.0
3211,16.0
3212,53.0
3213,48.0
3214,115.0
3215,97.0
3216,137.0
3217,95.0
3218,179.0
3219,184.0
3220,206.0
3221,165.0
3222,176.0
3223,190.0
3224,24.0
3225,71.0
3226,141.0
3227,254.0
3228,63.0
3229,212.0
3230,210.0
3231,553.0
3232,603.0
3233,387.0
3234,321.0
3235,199.0
3236,488.0
3237,516.0
3238,52.0
3239,132.0
3240,167.0
3241,233.0
3242,305.0
3243,257.0
3244,51.0
3245,55.0
3246,86.0
3247,218.0
3248,156.0
3249,158.0
3250,259.0
3251,58.0
3252,44.0
3253,59.0
3254,180.0
3255,178.0
3256,192.0
3257,73.0
3258,75.0
3259,29.0
3260,70.0
3261,151.0
3262,232.0
3263,291.0
3264,299.0
3265,403.0
3266,420.0
3267,196.0
3268,215.0
3269,66.0
3270,276.0
3271,202.0
3272,167.0
3273,55.0
3274,63.0
3275,56.0
3276,81.0
3277,154.0
3278,235.0
3279,186.0
3280,126.0
3281,94.0
3282,146.0
3283,212.0
3284,299.0
3285,112.0
3286,101.0
3287,126.0
3288,176.0
3289,80.0
3290,149.0
3291,153.0
3292,144.0
3293,187.0
3294,142.0
3295,262.0
3296,140.0
3297,155.0
3298,97.0
3299,138.0
3300,278.0
3301,168.0
3302,25.0
3303,68.0
3304,188.0
3305,40.0
3306,131.0
3307,145.0
3308,146.0
3309,88.0
3310,76.0
3311,49.0
3312,114.0
3313,147.0
3314,41.0
3315,111.0
3316,108.0
3317,80.0
3318,162.0
3319,179.0
3320,239.0
3321,165.0
3322,286.0
3323,112.0
3324,109.0
3325,140.0
3326,29.0
3327,99.0
3328,48.0
3329,134.0
3330,52.0
3331,82.0
3332,87.0
3333,116.0
3334,25.0
3335,55.0
3336,44.0
3337,108.0
3338,103.0
3339,42.0
3340,121.0
3341,94.0
3342,171.0
3343,198.0
3344,235.0
3345,134.0
3346,211.0
3347,89.0
3348,75.0
3349,57.0
3350,46.0
3351,74.0
3352,167.0
3353,208.0
3354,91.0
3355,42.0
3356,121.0
3357,124.0
3358,202.0
3359,126.0
3360,271.0
3361,286.0
3362,207.0
3363,251.0
3364,287.0
3365,275.0
3366,55.0
3367,47.0
3368,65.0
3369,37.0
3370,39.0
3371,57.0
3372,80.0
3373,212.0
3374,211.0
3375,218.0
3376,89.0
3377,112.0
3378,67.0
3379,23.0
3380,51.0
3381,112.0
3382,154.0
3383,164.0
3384,167.0
3385,163.0
3386,219.0
3387,220.0
3388,251.0
3389,217.0
3390,164.0
3391,212.0
3392,107.0
3393,61.0
3394,77.0
3395,151.0
3396,101.0
3397,167.0
3398,73.0
3399,96.0
3400,55.0
3401,47.0
3402,63.0
3403,119.0
3404,111.0
3405,209.0
3406,98.0
3407,136.0
3408,140.0
3409,181.0
3410,138.0
3411,174.0
3412,50.0
3413,35.0
3414,40.0
3415,102.0
3416,152.0
3417,144.0
3418,205.0
3419,109.0
3420,158.0
3421,54.0
3422,15.0
3423,71.0
3424,155.0
3425,172.0
3426,214.0
3427,125.0
3428,65.0
3429,119.0
3430,130.0
3431,131.0
3432,84.0
3433,105.0
3434,45.0
3435,75.0
3436,85.0
3437,100.0
3438,152.0
3439,224.0
3440,226.0
3441,130.0
3442,104.0
3443,92.0
3444,164.0
3445,203.0
3446,119.0
3447,95.0
3448,107.0
3449,53.0
3450,85.0
3451,115.0
3452,179.0
3453,115.0
3454,70.0
3455,88.0
3456,288.0
3457,355.0
3458,371.0
3459,339.0
3460,237.0
3461,3.0
3462,51.0
3463,112.0
3464,134.0
3465,70.0
3466,169.0
3467,288.0
3468,331.0
3469,254.0
3470,49.0
3471,94.0
3472,189.0
3473,313.0
3474,450.0
3475,445.0
3476,53.0
3477,91.0
3478,149.0
3479,180.0
3480,184.0
3481,220.0
3482,6.0
3483,45.0
3484,206.0
3485,246.0
3486,33.0
3487,49.0
3488,83.0
3489,87.0
3490,132.0
3491,142.0
3492,9.0
3493,40.0
3494,68.0
3495,187.0
3496,193.0
3497,59.0
3498,157.0
3499,311.0
3500,461.0
3501,458.0
3502,94.0
3503,149.0
3504,197.0
3505,255.0
3506,321.0
3507,333.0
3508,176.0
3509,301.0
3510,241.0
3511,19.0
3512,92.0
3513,91.0
3514,11.0
3515,106.0
3516,111.0
3517,115.0
3518,99.0
3519,292.0
3520,255.0
3521,61.0
3522,20.0
3523,85.0
3524,121.0
3525,223.0
3526,5.0
3527,171.0
3528,194.0
3529,145.0
3530,7.0
3531,40.0
3532,104.0
3533,138.0
3534,19.0
3535,76.0
3536,263.0
3537,266.0
3538,237.0
3539,273.0
3540,106.0
3541,5.0
3542,88.0
3543,143.0
3544,304.0
3545,345.0
3546,245.0
3547,107.0
3548,120.0
3549,335.0
3550,289.0
3551,323.0
3552,106.0
3553,188.0
3554,267.0
3555,320.0
3556,462.0
3557,451.0
3558,157.0
3559,163.0
3560,89.0
3561,112.0
3562,42.0
3563,258.0
3564,287.0
3565,280.0
3566,228.0
3567,279.0
3568,54.0
3569,78.0
3570,148.0
3571,23.0
3572,140.0
3573,167.0
3574,296.0
3575,231.0
3576,18.0
3577,84.0
3578,137.0
3579,95.0
3580,111.0
3581,224.0
3582,238.0
3583,246.0
3584,84.0
3585,323.0
3586,412.0
3587,428.0
3588,302.0
3589,75.0
3590,190.0
3591,403.0
3592,265.0
3593,398.0
3594,97.0
3595,196.0
3596,239.0
3597,255.0
3598,22.0
3599,56.0
3600,269.0
3601,96.0
3602,161.0
3603,16.0
3604,88.0
3605,241.0
3606,314.0
3607,358.0
3608,281.0
3609,16.0
3610,90.0
3611,120.0
3612,98.0
3613,137.0
3614,182.0
3615,165.0
3616,335.0
3617,329.0
3618,101.0
3619,144.0
3620,117.0
3621,109.0
3622,43.0
3623,59.0
3624,202.0
3625,172.0
3626,157.0
3627,155.0
3628,114.0
3629,142.0
3630,198.0
3631,201.0
3632,87.0
3633,62.0
3634,81.0
3635,112.0
3636,142.0
3637,44.0
3638,69.0
3639,152.0
3640,254.0
3641,259.0
3642,264.0
3643,23.0
3644,61.0
3645,87.0
3646,284.0
3647,81.0
3648,460.0
3649,190.0
3650,121.0
3651,141.0
3652,123.0
3653,66.0
3654,103.0
3655,72.0
3656,99.0
3657,168.0
3658,130.0
3659,88.0
3660,152.0
3661,181.0
3662,223.0
3663,57.0
3664,137.0
3665,71.0
3666,100.0
3667,45.0
3668,78.0
3669,108.0
3670,85.0
3671,46.0
3672,45.0
3673,67.0
3674,177.0
3675,76.0
3676,64.0
3677,273.0
3678,224.0
3679,218.0
3680,139.0
3681,270.0
3682,53.0
3683,82.0
3684,142.0
3685,207.0
3686,146.0
3687,128.0
3688,144.0
3689,153.0
3690,110.0
3691,98.0
3692,66.0
3693,160.0
3694,137.0
3695,50.0
3696,79.0
3697,92.0
3698,66.0
3699,37.0
3700,90.0
3701,93.0
3702,162.0
3703,97.0
3704,33.0
3705,31.0
3706,45.0
3707,128.0
3708,177.0
3709,80.0
3710,86.0
3711,69.0
3712,58.0
3713,76.0
3714,163.0
3715,301.0
3716,178.0
3717,199.0
3718,164.0
3719,164.0
3720,207.0
3721,226.0
3722,33.0
3723,42.0
3724,38.0
3725,48.0
3726,82.0
3727,85.0
3728,134.0
3729,96.0
3730,198.0
3731,107.0
3732,84.0
3733,163.0
3734,198.0
3735,86.0
3736,90.0
3737,66.0
3738,65.0
3739,100.0
3740,110.0
3741,144.0
3742,145.0
3743,205.0
3744,99.0
3745,90.0
3746,119.0
3747,144.0
3748,177.0
3749,124.0
3750,101.0
3751,135.0
3752,105.0
3753,49.0
3754,94.0
3755,116.0
3756,164.0
3757,51.0
3758,145.0
3759,142.0
3760,141.0
3761,94.0
3762,108.0
3763,92.0
3764,161.0
3765,118.0
3766,171.0
3767,152.0
3768,65.0
3769,103.0
3770,106.0
3771,94.0
3772,79.0
3773,56.0
3774,33.0
3775,73.0
3776,81.0
3777,25.0
3778,33.0
3779,20.0
3780,20.0
3781,40.0
3782,47.0
3783,56.0
3784,56.0
3785,35.0
3786,15.0
3787,39.0
3788,82.0
3789,32.0
3790,34.0
3791,44.0
3792,81.0
3793,95.0
3794,17.0
3795,24.0
3796,18.0
3797,36.0
3798,120.0
3799,150.0
3800,184.0
3801,185.0
3802,255.0
3803,64.0
3804,165.0
3805,124.0
3806,212.0
3807,64.0
3808,214.0
3809,64.0
3810,72.0
3811,86.0
3812,94.0
3813,81.0
3814,42.0
3815,44.0
3816,53.0
3817,57.0
3818,282.0
3819,346.0
3820,393.0
3821,380.0
3822,24.0
3823,50.0
3824,11.0
3825,16.0
3826,32.0
3827,106.0
3828,198.0
3829,216.0
3830,391.0
3831,375.0
3832,326.0
3833,134.0
3834,142.0
3835,82.0
3836,80.0
3837,100.0
3838,109.0
3839,51.0
3840,80.0
3841,58.0
3842,15.0
3843,16.0
3844,63.0
3845,100.0
3846,133.0
3847,154.0
3848,212.0
3849,259.0
3850,245.0
3851,21.0
3852,26.0
3853,96.0
3854,161.0
3855,165.0
3856,168.0
3857,231.0
3858,256.0
3859,385.0
3860,293.0
3861,82.0
3862,95.0
3863,89.0
3864,91.0
3865,105.0
3866,76.0
3867,74.0
3868,46.0
3869,100.0
3870,94.0
3871,139.0
3872,349.0
3873,401.0
3874,406.0
3875,685.0
3876,680.0
3877,80.0
3878,18.0
3879,136.0
3880,128.0
3881,246.0
3882,220.0
3883,314.0
3884,330.0
3885,290.0
3886,115.0
3887,392.0
3888,359.0
3889,271.0
3890,20.0
3891,14.0
3892,135.0
3893,146.0
3894,232.0
3895,380.0
3896,394.0
3897,507.0
3898,396.0
3899,482.0
3900,660.0
3901,495.0
3902,115.0
3903,241.0
3904,555.0
3905,475.0
3906,204.0
3907,14.0
3908,86.0
3909,143.0
3910,59.0
3911,215.0
3912,244.0
3913,369.0
3914,358.0
3915,125.0
3916,85.0
3917,176.0
3918,153.0
3919,42.0
3920,162.0
3921,313.0
3922,319.0
3923,400.0
3924,428.0
3925,70.0
3926,89.0
3927,199.0
3928,188.0
3929,89.0
3930,59.0
3931,131.0
3932,223.0
3933,201.0
3934,107.0
3935,107.0
3936,94.0
3937,232.0
3938,234.0
3939,166.0
3940,186.0
3941,93.0
3942,129.0
3943,33.0
3944,114.0
3945,67.0
3946,20.0
3947,25.0
3948,40.0
3949,64.0
3950,112.0
3951,64.0
3952,105.0
3953,102.0
3954,77.0
3955,18.0
3956,65.0
3957,83.0
3958,163.0
3959,206.0
3960,247.0
3961,204.0
3962,85.0
3963,89.0
3964,96.0
3965,94.0
3966,62.0
3967,82.0
3968,65.0
3969,104.0
3970,91.0
3971,143.0
3972,275.0
3973,310.0
3974,194.0
3975,224.0
3976,72.0
3977,106.0
3978,82.0
3979,117.0
3980,128.0
3981,100.0
3982,82.0
3983,111.0
3984,225.0
3985,96.0
3986,151.0
3987,112.0
3988,108.0
3989,49.0
3990,112.0
3991,129.0
3992,169.0
3993,248.0
3994,199.0
3995,207.0
3996,215.0
3997,182.0
3998,166.0
3999,256.0
4000,178.0
4001,32.0
4002,120.0
4003,112.0
4004,163.0
4005,152.0
4006,235.0
4007,221.0
4008,194.0
4009,62.0
4010,116.0
4011,107.0
4012,59.0
4013,109.0
4014,71.0
4015,156.0
4016,179.0
4017,221.0
4018,271.0
4019,512.0
4020,170.0
4021,314.0
4022,195.0
4023,28.0
4024,37.0
4025,45.0
4026,29.0
4027,76.0
4028,239.0
4029,251.0
4030,165.0
4031,55.0
4032,57.0
4033,131.0
4034,191.0
4035,194.0
4036,59.0
4037,57.0
4038,69.0
4039,184.0
4040,184.0
4041,159.0
4042,90.0
4043,128.0
4044,73.0
4045,77.0
4046,77.0
4047,151.0
4048,157.0
4049,81.0
4050,187.0
4051,123.0
4052,70.0
4053,110.0
4054,65.0
4055,176.0
4056,62.0
4057,169.0
4058,167.0
4059,53.0
4060,54.0
4061,126.0
4062,245.0
4063,67.0
4064,102.0
4065,121.0
4066,176.0
4067,201.0
4068,200.0
4069,33.0
4070,35.0
4071,158.0
4072,146.0
4073,136.0
4074,113.0
4075,58.0
4076,52.0
4077,111.0
4078,94.0
4079,154.0
4080,111.0
4081,28.0
4082,36.0
4083,72.0
4084,91.0
4085,128.0
4086,155.0
4087,47.0
4088,118.0
4089,127.0
4090,189.0
4091,126.0
4092,117.0
4093,103.0
4094,210.0
4095,150.0
4096,96.0
4097,32.0
4098,74.0
4099,107.0
4100,135.0
4101,140.0
4102,159.0
4103,64.0
4104,94.0
4105,88.0
4106,34.0
4107,26.0
4108,67.0
4109,280.0
4110,309.0
4111,315.0
4112,210.0
4113,229.0
4114,39.0
4115,115.0
4116,330.0
4117,357.0
4118,321.0
4119,186.0
4120,112.0
4121,222.0
4122,205.0
4123,123.0
4124,99.0
4125,92.0
4126,80.0
4127,66.0
4128,187.0
4129,67.0
4130,42.0
4131,81.0
4132,154.0
4133,255.0
4134,349.0
4135,340.0
4136,162.0
4137,191.0
4138,224.0
4139,319.0
4140,298.0
